Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-0184,"Indian Institute Of Technology, Mandi",Himachal Pradesh,Mandi,www.iitmandi.ac.in,Institute of National Importance,2009,Rural,"VPO Kamand, Tehsil - Padhar, Mandi"
U-0183,"Himachal Pradesh University , Shimla",Himachal Pradesh,Shimla,www.hpuniv.ac.in,State Public University,1970,Urban,"Registrar, Himachal Pradesh University ,, Summerhill, Shimla-171005., Shimla"
U-0599,"Sri Sai University, Palampur",Himachal Pradesh,Kangra,www.srisaiuniversity.org,State Private University,2010,Rural,"Sri Sai University, Palampur, Palampur"
U-0182,"Eternal University, Baru Sahib Sirmour",Himachal Pradesh,Sirmaur,www.eternaluniversity.edu.in,State Private University,2008,Rural,"VPO Baru Sahib, Via - Rajgarh, Distt. Sirmour HP (173101), VPO Baru Sahib, Via - Rajgarh, Distt. Sirmour HP (173101), Baru Sahib, Via - Rajgarh"
U-0694,"Career Point University, Hamirpur",Himachal Pradesh,Hamirpur,www.cpuh.in,State Private University,2012,Rural,"Village Tikker Kharwarian P.O. Kharwar, Tehsil Bhoranj, Hamirpur"
U-0598,"Himachal Pradesh Technical University, Hamirpur",Himachal Pradesh,Hamirpur,www.himtu.ac.in,State Public University,2010,Rural,"VPO Daruhi, campus at Daruhi, Hamirpur"
U-0181,"Dr. Y.S. Parmar University Of Horticulture And Forestry, Solan",Himachal Pradesh,Solan,www.yspuniversity.ac.in,State Public University,1985,Rural,"Nauni, Tehsil Solan, District Solan, Himachal Pradesh, Solan"
U-0180,"Chitkara University, Kalu Jhanda (Barotiwala), Solan",Himachal Pradesh,Solan,www.chitkarauniversity.edu.in,State Private University,2008,Rural,"Chitkara University, Atal Shiksha Kunj, Atal Nagar, Barotiwala"
U-0179,"Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya, Palampur",Himachal Pradesh,Kangra,http://www.hillagric.ac.in,State Public University,1966,Rural,"Palampur (HP), Palampur (HP)"
U-1218,"All India Institute Of Medical Science, Bilaspur",Himachal Pradesh,Bilaspur,https://aiimsbilaspur.edu.in/,Institute of National Importance,2019,Rural,"Sadar bazaar Rd Dabripara Sardar Vallabh Bhai Patel Hospital, Chhattisgarh 495001"
U-0178,"Central University Of Himachal Pradesh, Dharmshala, Kangra",Himachal Pradesh,Kangra,www.cuhimachal.ac.in,Central University,2009,Rural,"DHARAMSHALA,DISTRICT KANGRA, HIMACHAL PRADESH -176215, DHARAMSHALA"
U-0671,Maharaja Agrasen University,Himachal Pradesh,Solan,www.mau.ac.in,State Private University,2012,Rural,"Atal Shiksha Kunj, Kalujhanda, Near Barotiwala, Baddi, Baddi"
U-0926,Cluster University Of Jammu,Jammu and Kashmir,Jammu,www.clujammu.in,State Public University,2016,Urban,"C/O Government Gandhi Memorial Science College , Canal Road, Jammu, Jammu"
U-1004,"Indian Institute Of Management, Jammu And Kashmir",Jammu and Kashmir,Jammu,www.iimj.ac.in,Institute of National Importance,2016,Urban,"OLD UNIVERSITY CAMPUS, CANAL ROAD, JAMMU"
U-0191,"Baba Ghulam Shah Badshah University, Jammu",Jammu and Kashmir,Rajouri,www.bgsbu.ac.in,State Public University,2002,Rural,"Baba Ghulam Shah Badshah University Rajouri (J&K), Dhanore, Rajouri"
U-0193,"Central University Of Kashmir, Srinagar",Jammu and Kashmir,Srinagar,www.cukashmir.ac.in,Central University,2009,Rural,"Green Campus, Ganderbal, Green Campus , Ganderbal"
U-0194,"Islamic University Of Science & Technology, Pulwama",Jammu and Kashmir,Pulwama,www.iust.ac.in,State Public University,2005,Urban,"1-University Avenue, Awantipora, Pulwama"
U-0195,"University Of Jammu, Jammu Tawi",Jammu and Kashmir,Jammu,www.jammuuniversity.ac.in,State Public University,1969,Urban,"Baba Saheb Ambedkar Road, Jammu, University of Jammu, Jammu"
U-0196,"University Of Kashmir, Srinagar",Jammu and Kashmir,Srinagar,www.kashmiruniversity.net,State Public University,1948,Urban,"Hazratbal, Srinagar, Srinagar"
U-0197,"National Institute Of Technology, Srinagar",Jammu and Kashmir,Srinagar,www.nitsri.ac.in,Institute of National Importance,1960,Urban,Hazratbal
U-0198,"Sher-E-Kashmir Institute Of Medical Sciences, Srinagar",Jammu and Kashmir,Srinagar,http://skims.ac.in,Institute under State Legislature Act,1982,Urban,"Soura, Srinagar"
U-0199,"Sher-E-Kashmir University Of Agricultural Science & Technology Of Jammu, Jammu",Jammu and Kashmir,Jammu,www.skuast.org,State Public University,1999,Urban,"Main Campus, Chatha, PIN Code 180009, Jammu"
U-0200,"Sher-E-Kashmir University Of Agricultural Science & Technology Of Kashmir, Srinagar",Jammu and Kashmir,Srinagar,www.skuastkashmir.ac.in,State Public University,1982,Urban,"Shalimar, Srinagar, Shalimar, Srinagar, Srinagar"
U-0201,"Shri Mata Vaishno Devi University, Jammu",Jammu and Kashmir,Reasi,www.smvdu.ac.in,State Public University,1999,Rural,"Sub Post Office Katra, 182320, Katra"
U-1152,"All India Institute Of Medical Science, Jammu",Jammu and Kashmir,Samba,https://www.aiimsjammu.edu.in/,Institute of National Importance,2019,Urban,"H27P+P8, Vijaypur, Bari Kamlia, Jammu and Kashmir 180001"
U-0631,Central University Of Jammu,Jammu and Kashmir,Samba,http://www.cujammu.ac.in,Central University,2011,Rural,"Central University of Jammu Bagla (Rahya - Suchani), Distt Samba (J&K State, India), Samba"
U-0906,Indian Institute Of Technology Jammu,Jammu and Kashmir,Jammu,https://iitjammu.ac.in/,Institute of National Importance,2016,Rural,"Indian Institute of Technology Jammu, Jagti NH-44, PO Nagrota, Jammu, Jammu"
U-0909,Cluster University Srinagar,Jammu and Kashmir,Srinagar,http://cusrinagar.edu.in,State Public University,2017,Urban,"Cluster University Srinagar, Gogji Bagh, Srinagar"
U-1072,Ramchandra Chandravansi University,Jharkhand,Palamu,www.rcu.edu.in,State Private University,2018,Urban,"NAWADIH KALA, BISHRAMPUR, BISHRAMPUR"
U-1075,Radha Govind University,Jharkhand,Ramgarh,www.rguniversity.org,State Private University,2018,Rural,"Radha Govind Nagar, Lalki Ghati, Ramgarh, Jharkhand, Ramgarh"
U-0762,Jharkhand Rai University,Jharkhand,Ranchi,www.jru.edu.in,State Private University,2012,Rural,"JHARKHAND RAI UNIVERSITY, RAJA ULATU, NAMKUM, RANCHI"
U-0600,"National University Of Study & Research In Law, Ranchi",Jharkhand,Ranchi,www.nusrlranchi.ac.in,State Public University,2010,Urban,"Kanke Pithoria Road, P.O.Bukuru, Ranchi"
U-1260,"Jamshedpur Women""S University",Jharkhand,East Singhbum,www.jwu.ac.in,State Public University,2019,Urban,"Q5WJ+M7V, Kharkai Link Rd, Contractors Area, Bistupur, Jamshedpur, Jharkhand 831001"
U-1314,Sona Devi University,Jharkhand,East Singhbum,https://sonadeviuniversity.com/,State Private University,2023,-,"Kitadih, PO & PS Ghatsila, North Mau Bhandar, Ghatshila, Jharkhand 832303"
U-1295,Babu Dinesh Singh University,Jharkhand,Garhwa,https://bdsu.ac.in/,State Private University,2012,-,"Faratiya, Garhwa, Pharatiya, Jharkhand 822114"
U-1233,Srinath University,Jharkhand,Saraikela Kharsawan,https://srinathuniversity.ac.in,State Private University,2021,Urban,"AT - DINDLI , P.O- ADITYAPUR , DIST- SERAIKELLA KHARSWAN, DINDLI ,ADITYAPUR"
U-0860,Jharkhand Raksha Shakti University,Jharkhand,Ranchi,www.jrsuranchi.com,State Public University,2016,Urban,"MEURS ROAD, SKIPA CAMPUS, RANCHI"
U-0978,Binod Bihari Mahto Koyalanchal University,Jharkhand,Dhanbad,https://bbmku.ac.in,State Public University,2017,Urban,"Govt. Polytechnic Road, Dhanbad, Dhanbad"
U-1046,Netaji Subhas University,Jharkhand,East Singhbum,www.nsuniv.ac.in,State Private University,2018,Rural,"POKHARI, NEAR BHILAI PAHADI, JAMSHEDPUR"
U-0982,Dr. Shyama Prasad Mukherjee University,Jharkhand,Ranchi,www.dspmuranchi.ac.in,State Public University,1946,Urban,"Morabadi, P.O. Ranchi University, Ranchi"
U-0850,Aisect University,Jharkhand,Hazaribagh,www.aisectuniversityjharkhand.ac.in,State Private University,2016,Rural,"MATWARI CHOWK, IN FRONT OF GANDHI MAIDAN, HAZARIBAG"
U-0986,Sarala Birla University,Jharkhand,Ranchi,https://sbu.ac.in/,State Private University,2017,Rural,"Birla Knowledge City, Mahilong, Purulia Road, Ranchi"
U-0840,"Indian Institute Of Information Technology, Ranchi",Jharkhand,Ranchi,https://iiitranchi.ac.in/,Institute of National Importance,2016,Urban,"Science and Technology Campus, Namkum, Ranchi, Namkum"
U-1339,National Institute Of Advanced Manufacturing Technology,Jharkhand,Ranchi,https://niamt.ac.in/,Deemed University-Government,1966,-,"Khunti - Chaibasa Rd, NIFFT Colony, Hatia, Ranchi, Jharkhand 834003"
U-0920,"Arka Jain University, Jharkhand",Jharkhand,Saraikela Kharsawan,www.arkajainuniversity.ac.in,State Private University,2017,Rural,"OPPOSITE TO KERALA PUBLIC SCHOOL, MOHANPUR , GAMHARIA, SARAIKELA"
U-1003,Indian Institute Of Management Ranchi,Jharkhand,Ranchi,www.iimranchi.ac.in,Institute of National Importance,2009,Urban,"Prabandhan Nagar, Nayasarai Rd, Ranchi"
U-0202,"Birla Institute Of Technology, Ranchi",Jharkhand,Ranchi,www.bitmesra.ac.in,Deemed University-Private,1955,Rural,"Mesra, -, Ranchi"
U-1286,Durga Soren University,Jharkhand,Deoghar,https://www.durgasorenuniversity.ac.in/,State Private University,2023,-,"Bompas Town, Deoghar, Jharkhand 814114"
U-0203,"Birsa Agricultural University, Ranchi",Jharkhand,Ranchi,http://www.bauranchi.org,State Public University,1955,Rural,"H.Q. BAU, Kanke, Ranchi, Pin-834006, Ranchi"
U-0930,Ybn University,Jharkhand,Ranchi,ybnu.ac.in,State Private University,2017,Rural,"RAJAULATU, NAMKUM, RANCHI"
U-0204,"Central University Of Jharkhand, Ranchi",Jharkhand,Ranchi,www.cuj.ac.in,Central University,2009,Rural,"Vill- Cheri Manatu, P.O- Kamre, P.S- Kanke, Ranchi"
U-1337,St. Aloysius,Karnataka,Dakshina Kannada,https://staloysius.edu.in/,Deemed University-Private,1880,Urban,"Post Box No.720 St Aloysius College Road, Mangaluru - 575 003"
U-0205,"Indian Institute Of Technology (Indian School Of Mines), Dhanbad",Jharkhand,Dhanbad,www.iitism.ac.in,Institute of National Importance,1926,Urban,"Indian Institute of Technology (Indian School of Mines), Dhanbad"
U-0820,Sai Nath University,Jharkhand,Ranchi,sainathuniversity.com,State Private University,2012,Rural,"Chandway-Kuchu Road, Jirawar, Ormanjhi, Ranchi,, Ranchi"
U-1057,All India Institute Of Medical Science Deoghar,Jharkhand,Deoghar,http://www.aiimsdeoghar.edu.in,Institute of National Importance,2019,Rural,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, DEVIPUR DEOGHAR, DEOGHAR"
U-0206,"Kolhan University, West Singhbhum",Jharkhand,West Singhbhum,www.kolhanuniversity.ac.in,State Public University,2009,Rural,"Kolhan University, West Singhbhum, Chaibasa"
U-0207,"National Institute Of Technology, Jamshedpur",Jharkhand,Saraikela Kharsawan,www.nitjsr.ac.in,Institute of National Importance,1960,Urban,"POST - R.I.T. JAMSHEDPUR, Pin - 831014, Jamshedpur"
U-0902,Usha Martin University,Jharkhand,Ranchi,ushamartinuniversity.com,State Private University,2013,Rural,"Vill.- Narayan Soso, Angara Block, , Ranchi- Puruliya road, Ranchi, Ranchi"
U-0208,"Nilamber-Pitamber University, Palamu",Jharkhand,Palamu,www.npu.ac.in,State Public University,2009,Urban,"Registrar, N. P. University, , Medininagar"
U-0209,"Ranchi University, Ranchi",Jharkhand,Ranchi,http://www.ranchiuniversity.ac.in,State Public University,1960,Urban,"Near Shaheed Chowk , Ranchi, Ranchi"
U-0210,"Sido Kanhu Murmu University, Dumka",Jharkhand,Dumka,www.skmu.ac.in,State Public University,1992,Rural,"Dighi Campus, Dumka - Pakur Road, Dumka, Jharkhand - 814110, DUMKA"
U-0875,"Amity University,Jharkhand",Jharkhand,Ranchi,www.amity.edu/ranchi,State Private University,2016,Urban,"Niwaranpur, Main Road, Adjoining Over Bridge, Jharkhand, Ranchi"
U-0211,"The Institute Of Chartered Financial Analysts Of India University, Jharkhand",Jharkhand,Ranchi,www.iujharkhand.edu.in,State Private University,2008,Rural,"Plot No. 2065, Daladali Chowk, Simalia, Near Ring Road,, Ranchi"
U-1060,Capital University,Jharkhand,Koderma,www.capitaluniversity.edu.in,State Private University,2018,Rural,"NETAJI SUBHASH CHANDRA BOSS CHOWK, CHITRAGUPT NAGAR, JHUMRI TELAIYA"
U-0212,"Vinoba Bhave University, Hazaribagh",Jharkhand,Hazaribagh,www.vbu.ac.in,State Public University,1992,Rural,"Sindoor, Hazaribag, Post Box No 31, Hazaribag, Hazaribag"
U-1063,Ram Krishna Dharmarth Foundation (Rkdf) University,Jharkhand,Ranchi,https://rkdfuniversity.org,State Private University,2018,Urban,"Kathal More - Argora - Ranchi Rd, Dhipatoli, Pundag, Ranchi, Jharkhand 834004"
U-1069,"Jharkhand University Of Technology, Ranchi",Jharkhand,Ranchi,www.jutranchi.ac.in,State Public University,2015,Rural,"Jharkhand University of Technology Campus, Sirkha Toli, Namkum, Ranchi"
U-1156,Rv University,Karnataka,Bengaluru Urban,rvu.edu.in,State Private University,2021,Urban,"Rv, Rashtreeya Vidyanikethan Road, 8th Mile, Mysore Road, , Bangalore"
U-1311,Bidar University,Karnataka,Bidar,https://bidaruniversity.karnataka.gov.in/en,State Public University,2000,-,"BIDAR UNIVERSITY, BIDAR, GNYANA  KARANJI,   HALHALLI(K), BHALKI ( T ), BIDAR ( Dist ) - 585414 KARANATKA "
U-1294,Amity University,Karnataka,Bengaluru Rural,https://www.amity.edu/,State Private University,2008,-,"D4,block D Sector 82 Alpha, IT City,"
U-1294,Amity University,Karnataka,Bengaluru Rural,https://www.amity.edu/,State Private University,2008,-,"PLOT NO IIA-36, 37, 38, ACTION AREA-II,, KADAMPUKUR VILLAGE, NEW TOWN, KOLKATA"
U-1290,Chamarajanagara University,Karnataka,Chamarajanagara,https://cuc.karnataka.gov.in/en,State Public University,2023,-,"H-80, BR Hills Road, Chamarajanagar, Karnataka 571313"
U-1281,Kishkinda University,Karnataka,Ballari,https://kishkindauniversity.edu.in/,State Private University,2023,-,"Siruguppa Rd, Ashok Nagar, Rajeshwari nagar, Ballari, Karnataka 583275"
U-1288,University Of Visvesvaraya College Of Engineering,Karnataka,Bengaluru Urban,uvce.ac.in,State Public University,2022,Urban,"UVCE, K R Circle, Devaraj Urs Rd, Ambedkar Veedhi, Bengaluru, Karnataka 560001"
U-1276,Gm University,Karnataka,Davangere,https://www.gmu.ac.in/,State Private University,2021,-,"GM UNIVERSITY, No. 8 to 42, Karur Industrial Area, PB Rd, Davanagere, Karnataka 577006"
U-1254,Bagalkot University,Karnataka,Bagalkote,https://bgku.ac.in/,State Public University,2023,-,"Mudhol Road, Jamkhandi Karnataka 587301"
U-1252,Haveri University,Karnataka,Haveri,https://www.haveriuniversity.ac.in/,State Public University,2022,-,"Haveri University Haveri, Q974+PMC, Kerimattihalli, Karnataka 581110"
U-1251,Kodagu University,Karnataka,Kodagu,https://kuk.karnataka.gov.in/en,State Public University,2010,-,"Kodagu University, Jnana Kaveri Campus,Chikka Aluvara, Kushalanagar, Thorenur, Mavina Halla Forest, Karnataka 571232"
U-1244,Koppal University,Karnataka,Koppal,https://koppal.nic.in/en/education/pg-centre/,State Public University,-,-,
U-1328,Atria University,Karnataka,Bengaluru Urban,https://www.atriauniversity.edu.in/,State Private University,2018,-,"Atria University, 1st Main Rd, near Baptist Hospital, Ags Colony, Anandnagar, Hebbal, Bengaluru, Karnataka 560024"
U-1241,Sri Sathya Sai University For Human Excellence,Karnataka,Kalaburagi,sssuhe.ac.in,State Private University,2018,Rural,"Sri Sathya Sai University For Human Excellence, HXJ3+4QQ, Navanihal, Karnataka 585313"
U-1229,St. Joseph's University,Karnataka,Bengaluru Urban,sju.edu.in,State Private University,2022,Urban,"St Joseph's University, 36, Langford Rd, Langford Gardens, Bengaluru, Karnataka 560027"
U-1202,Chanakya University,Karnataka,Bengaluru Rural,www.chanakyauniversity.edu.in,State Private University,2022,Rural,"no-29, global campus, near bengaluru international airport, Devanahalli, Bengaluru, Haralur, Karnataka 562110"
U-1197,Vidyashilp University,Karnataka,Bengaluru Rural,www.vidyashilp.edu.in,State Private University,2021,Rural,"No. 125, Bettenahalli, Kundana Hobli,, Chapparkallu Road, Bengaluru, Bengaluru"
U-0230,"Karnataka University, Dharwad",Karnataka,Dharwad,www.kud.ac.in,State Public University,1949,Urban,"Pawate Nagar, Dharwad, Dharwad"
U-1164,Raichur University,Karnataka,Raichur,https://raichuruniversity.ac.in/,State Public University,2020,Rural,"YERAGERA RAICHUR DIST., , RAICHUR"
U-1123,Nrupathunga University,Karnataka,Bengaluru Urban,https://nublr.karnataka.gov.in/,State Public University,1921,Urban,"Nrupathunga University, Nrupathunga Road (Near K R Circle), Bengaluru"
U-0601,"Azim Premji University, Bangalore",Karnataka,Bengaluru Urban,https://azimpremjiuniversity.edu.in/,State Private University,2010,Urban,"Survey No 66, Bikkanahalli Main Road, Sarjapura, Burugunte Village,, BENGALURU"
U-0602,"Rani Channamma University, Belagavi",Karnataka,Belagavi,www.rcub.ac.in,State Public University,2010,Rural,"Vidyasangama, P.B. National Highway-4, Bhootaramanahatti, Belagavi - 591156, Belagavi"
U-0603,"Vijayanagara Sri Krishnadevaraya University, Bellary",Karnataka,Ballari,www.vskub.ac.in,State Public University,1995,Urban,"Vinayaka Nagar, Cantonment, Bellary-583 105., Vinayaka Nagar, Cantonment, Bellary-583 105., Bellary"
U-0624,Karnataka State Dr. Gangubai Hangal Music And Performing Arts University,Karnataka,Mysuru,https://www.musicuniversity.ac.in/,State Public University,2007,Urban,"JLB ROAD, NEAR ASOKA CIRCLE, LAKSHMIPURAM, MYSURU, MYSURU"
U-0625,Karnataka Sanskrit University,Karnataka,Bengaluru Urban,"www.ksu.karnataka.gov.in, www.ksu.ac.in",State Public University,2010,Urban,"Sri Chamarajendra Samskrit College Campus,, Pampamahakavi Road, Chamarajpet,, Bangalore - 560 018"
U-0637,"University Of Agricultural And Horticultural Sciences, Shimoga",Karnataka,Shivamogga,www.uahs.edu.in,State Public University,2011,Urban,"Savalanga Road, Navile, Shivamogga-577 225, Shivamogga"
U-1322,Hassan University,Karnataka,Hassan,https://huh.karnataka.gov.in/en,State Public University,1992,-,"Hassan university, X5W8+5FF, Kenchatavalli, Karnataka 573220"
U-0659,"Karnataka Janapada Vishwavidyalaya, Gotagodi",Karnataka,Haveri,https://www.janapadauniversity.ac.in,State Public University,2011,Rural,"Karnataka Janapada Vishwavidyalaya, Gotagodi, N.H-4,, Shiggaon Taluk, Haveri District-581 197, Shiggaon"
U-1090,Bengaluru Dr.B.R.Ambedkar School Of Economics University,Karnataka,Bengaluru Urban,www.base.ac.in,State Public University,2019,Urban,"B.R. AMBEDKAR SCHOOL OF ECONOMICS UNIVERSITY, NAGARABHAVI Post , JNANABHARATHI ROAD"
U-1089,Indian Institute Of Information Technology Raichur,Karnataka,Raichur,www.iiitr.ac.in,Institute of National Importance,2019,Urban,"Indian Institute of Information Technology Raichur, Transit in Government Engineering College, Yeramaras Camp"
U-0723,"Cmr University, Bangalore",Karnataka,Bengaluru Urban,www.cmr.edu.in,State Private University,2013,Urban,"#2, 3rd C Cross, 6th A Main,, 2nd Block, HRBR Layout, Kalyananagar, Bangalore"
U-0724,"M.S. Ramaiah University Of Applied Sciences, Bangalore",Karnataka,Bengaluru Urban,www.msruas.ac.in,State Private University,2013,Urban,"University House, Gnanagangothri Campus,, New BEL Road, M S R Nagar,, Bangalore"
U-0725,"Reva University, Bangalore",Karnataka,Bengaluru Urban,www.reva.edu.in,State Private University,2013,Urban,"Rukmini Knowledge Park, Kattigenahalli,, Yelahanka, BANGALORE"
U-0726,"Rai Technology University, Bangalore",Karnataka,Bengaluru Urban,https://www.raitechuniversity.in,State Private University,2014,Rural,"11th Mile, Kadanur Post, Mallohalli Village, Madhure Hobli, Dodballapur Taluk, Doddaballapur-Nelamangala Road, Bangalore"
